;proceedings:ID;address:string;author:string[];booktitle:string;cite:string[];cite-label:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string;isbn:string[];isbn-type:string[];journal:string;key:string;mdate:date;note:string[];note-type:string;number:string;pages:string;publisher:string[];publisher-href:string;publtype:string;school:string;series:string[];series-href:string[];sub:string;sup:string[];title:string;url:string[];volume:string;year:int
22670;7254170;;;ICFP;;;John H. Reppy|Kathleen Fisher;;https://doi.org/10.1145/2784731|https://doi.org/10.1145/2858949;;;978-1-4503-3669-7;;;conf/icfp/2015;2021-06-23;;;;;ACM;;;;;;;;Proceedings of the 20th ACM SIGPLAN International Conference on Functional Programming, ICFP 2015, Vancouver, BC, Canada, September 1-3, 2015;db/conf/icfp/icfp2015.html;;2015
19077;7054627;;;BIOSTEC (Selected Papers);;;Alberto Cliquet Jr.|Ana L. N. Fred|Giovanni Saggio|Hugo Gamboa|Paul E. Anderson 0001|Reyer Zwiggelaar|Sergi Bermúdez i Badia|Sheldon Wiebe;;https://doi.org/10.1007/978-3-030-29196-9;;;978-3-030-29195-2|978-3-030-29196-9;;;conf/biostec/2018ccis;2019-08-15;;;;;Springer;;;;Communications in Computer and Information Science;db/series/ccis/index.html;;;Biomedical Engineering Systems and Technologies - 11th International Joint Conference, BIOSTEC 2018, Funchal, Madeira, Portugal, January 19-21, 2018, Revised Selected Papers;db/conf/biostec/biostec2018ccis.html;1024;2019
24824;7415415;;;PEICS@EICS;;;Gerrit Meixner|Marc Seissler;;https://doi.org/10.1145/2018431;;;978-1-4503-0856-4;;;conf/eics/2011peics;2022-01-28;;;;;ACM;;;;;;;;Proceedings of the 2nd International Workshop on Pattern-Driven Engineering of Interactive Computing Systems, PEICS '11, Pisa, Italy, June 13, 2011;db/conf/eics/peics2011.html;;2011
23173;7280913;;;BCCA;;;;;https://doi.org/10.1109/BCCA53669.2021;;;978-1-6654-2182-9;;;conf/bcca/2021;2022-01-06;;;;;IEEE;;;;;;;;Third International Conference on Blockchain Computing and Applications, BCCA 2021, Tartu, Estonia, November 15-17, 2021;db/conf/bcca/bcca2021.html;;2021
48373;8773907;;;TRUST@AAMAS;;;Murat Sensoy|Robin Cohen|Timothy J. Norman;;http://ceur-ws.org/Vol-2154|https://nbn-resolving.org/urn:nbn:de:0074-2154-7;oa;;;;;conf/atal/2018trust;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the 20th International Trust Workshop co-located with AAMAS/IJCAI/ECAI/ICML 2018, Stockholm, Sweden, July 14, 2018.;db/conf/atal/trust2018.html;2154;2018
9772;6433847;;;SERVICES;;;Liang-Jie Zhang|Rami Bahsoon;;https://ieeexplore.ieee.org/xpl/conhome/7194861/proceeding|https://www.computer.org/csdl/proceedings/services/2015/7275/00/index.html;;;978-1-4673-7275-6;;;conf/services/2015;2019-10-16;;;;;IEEE Computer Society;;;;;;;;2015 IEEE World Congress on Services, SERVICES 2015, New York City, NY, USA, June 27 - July 2, 2015;db/conf/services/services2015.html;;2015
4757;6095368;;;ICCSIP;;;Dewen Hu|Fuchun Sun 0001|Huaping Liu 0001;;https://doi.org/10.1007/978-981-10-5230-9;;;978-981-10-5229-3|978-981-10-5230-9;;;conf/iccsip/2016;2021-01-18;;;;;Springer;;;;Communications in Computer and Information Science;db/series/ccis/index.html;;;Cognitive Systems and Signal Processing - Third International Conference, ICCSIP 2016, Beijing, China, November 19-23, 2016, Revised Selected Papers;db/conf/iccsip/iccsip2016.html;710;2017
2811;5998897;;;PNPM;;;Boudewijn R. Haverkort|Reinhard German;;https://ieeexplore.ieee.org/xpl/conhome/7565/proceeding|https://www.computer.org/csdl/proceedings/pnpm/2001/1248/00/index.html;;;0-7695-1248-8;;;conf/pnpm/2001;2019-10-16;;;;;IEEE Computer Society;;;;;;;;Proceedings of the 9th International Workshop on Petri Nets and Performance Models, PNPM 2001, Aachen, Germany, September 11-14, 2001;db/conf/pnpm/pnpm2001.html;;2001
45726;8604009;;;AHFE (16);;;Beata Mrugalska|Emilio Rossi|Massimo Di Nicolantonio|Stefan Trzcielinski|Waldemar Karwowski;;https://doi.org/10.1007/978-3-030-80462-6;;;978-3-030-80461-9|978-3-030-80462-6;;;conf/ahfe/2021-16;2021-08-25;;;;;Springer;;;;Lecture Notes in Networks and Systems;db/series/lnns/index.html;;;Advances in Manufacturing, Production Management and Process Control - Proceedings of the AHFE 2021 Virtual Conferences on Human Aspects of Advanced Manufacturing, Advanced Production Management and Process Control, and Additive Manufacturing, Modeling Systems and 3D Prototyping, July 25-29, 2021, USA;db/conf/ahfe/ahfe2021-16.html;274;2021
31921;7822713;;;COLING;;;;;https://aclanthology.org/C82-1000/|https://aclanthology.org/C82-2000/|https://aclanthology.org/volumes/C82-1/|https://aclanthology.org/volumes/C82-2/;oa|oa|oa|oa;;;;;conf/coling/1982;2021-08-06;;;;;ACADEMIA, Publishing House of the Czechoslovak Academy of Sciences;;;;;;;;Proceedings of the 9th International Conference on Computational Linguistics, COLING '82, Prague, Czechoslovakia, July 5-10, 1982;db/conf/coling/coling1982.html;;1982
13413;6701968;;;GSKI (1);;;Chuanlu Liu|Fuling Bian|Hanning Yuan|Jing Geng|Tisinee Surapunt;;https://doi.org/10.1007/978-981-13-0893-2;;;978-981-13-0892-5|978-981-13-0893-2;;;conf/gski/2017-1;2018-06-24;;;;;Springer;;;;Communications in Computer and Information Science;db/series/ccis/index.html;;;Geo-Spatial Knowledge and Intelligence - 5th International Conference, GSKI 2017, Chiang Mai, Thailand, December 8-10, 2017, Revised Selected Papers, Part I;db/conf/gski/gski2017-1.html;848;2018
50179;8890705;;;ACL;;;Dan Roth|Erhard W. Hinrichs;;https://aclanthology.org/P03-1000/|https://aclanthology.org/volumes/P03-1/;oa|oa;;;;;conf/acl/2003;2021-08-06;;;;;ACL;;;;;;;;Proceedings of the 41st Annual Meeting of the Association for Computational Linguistics, 7-12 July 2003, Sapporo Convention Center, Sapporo, Japan.;db/conf/acl/acl2003.html;;2003
26100;7457686;;;USENIX Annual Technical Conference;;;Ajay Gulati|Hakim Weatherspoon;;https://www.usenix.org/conference/atc16;oa;;;;;conf/usenix/2016;2021-02-01;;;;;USENIX Association;;;;;;;;2016 USENIX Annual Technical Conference, USENIX ATC 2016, Denver, CO, USA, June 22-24, 2016.;db/conf/usenix/usenix2016.html;;2016
47561;8703093;;;ASPLOS;;;John Carter|Olivier Temam|Yunji Chen;;https://doi.org/10.1145/3037697|https://doi.org/10.1145/3093336|https://doi.org/10.1145/3093337;;;978-1-4503-4465-4;;;conf/asplos/2017;2021-07-07;;;;;ACM;;;;;;;;Proceedings of the Twenty-Second International Conference on Architectural Support for Programming Languages and Operating Systems, ASPLOS 2017, Xi'an, China, April 8-12, 2017;db/conf/asplos/asplos2017.html;;2017
11541;6524963;;;UsARE@RE;;;Achim Ebert|Anna Perini|David Callele|Nauman A. Qureshi|Norbert Seyff|Shah Rukh Humayoun|Simone D. J. Barbosa;;https://ieeexplore.ieee.org/xpl/conhome/6883273/proceeding|https://www.computer.org/csdl/proceedings/usare/2014/6352/00/index.html;;;978-1-4799-6352-2;;;conf/re/2014usare;2019-10-16;;;;;IEEE Computer Society;;;;;;;;IEEE 2nd International Workshop on Usability and Accessibility Focused Requirements Engineering, UsARE 2014, 25-25 August, 2014, Karlskrona, Sweden;db/conf/re/usare2014.html;;2014
41561;8383252;;;ECCV (26);;;Andrea Vedaldi|Horst Bischof|Jan-Michael Frahm|Thomas Brox;0000-0002-6282-8861|0000-0002-9096-6671|0000-0003-1374-2858;https://doi.org/10.1007/978-3-030-58574-7;;;978-3-030-58573-0|978-3-030-58574-7;;;conf/eccv/2020-26;2020-11-13;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Computer Vision - ECCV 2020 - 16th European Conference, Glasgow, UK, August 23-28, 2020, Proceedings, Part XXVI;db/conf/eccv/eccv2020-26.html;12371;2020
30230;7719421;;;ICIRA (2);;;Honghai Liu 0001|Kazuo Kiguchi|Naoyuki Kubota|Takenori Obo;;https://doi.org/10.1007/978-3-319-43518-3;;;978-3-319-43517-6;;;conf/icira/2016-2;2021-03-04;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Intelligent Robotics and Applications - 9th International Conference, ICIRA 2016, Tokyo, Japan, August 22-24, 2016, Proceedings, Part II;db/conf/icira/icira2016-2.html;9835;2016
28319;7599265;;;Living Machines;;;Anna Mura|Mark R. Cutkosky|Michael Mangan|Nathan F. Lepora|Paul F. M. J. Verschure|Tony J. Prescott;;https://doi.org/10.1007/978-3-319-63537-8;;;978-3-319-63536-1|978-3-319-63537-8;;;conf/lm/2017;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Biomimetic and Biohybrid Systems - 6th International Conference, Living Machines 2017, Stanford, CA, USA, July 26-28, 2017, Proceedings;db/conf/lm/lm2017.html;10384;2017
26559;7479308;;;WMAN;;;Frank Kargl|Michael Weber 0001;;https://dl.gi.de/handle/20.500.12116/30669;oa;;3-88579-341-5;;;conf/wman/2002;2021-01-12;;;;;GI;;;;LNI;db/series/lni/index.html;;;Mobile Ad-Hoc Netzwerke, 1. deutscher Workshop über Mobile Ad-Hoc Netzwerke WMAN 2002, 25.-26. März 2002 in Ulm;db/conf/wman/wman2002.html;P-11;2002
18364;6996695;;;ICFHR;;;;;http://www.computer.org/csdl/proceedings/icfhr/2014/4335/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/6979380/proceeding;;;978-1-4799-4335-7;;;conf/icfhr/2014;2019-10-16;;;;;IEEE Computer Society;;;;;;;;14th International Conference on Frontiers in Handwriting Recognition, ICFHR 2014, Crete, Greece, September 1-4, 2014;db/conf/icfhr/icfhr2014.html;;2014
29152;7666298;;;PRIMA;;;Dickson Lukose|Zhongzhi Shi;;https://doi.org/10.1007/978-3-642-03339-1;;;978-3-642-03337-7;;;conf/prima/2005;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Multi-Agent Systems for Society - 8th Pacific Rim International Workshop on Multi-Agents, PRIMA 2005, Kuala Lumpur, Malaysia, September 26-28, 2005, Revised Selected Papers;db/conf/prima/prima2005.html;4078;2009
7726;6274694;;;CODAS;;;Marek Rusinkiewicz|Yahiko Kambayashi|Yanchun Zhang;;;;;9814021644;;;conf/codas/1999;2019-08-02;;;;;Springer;;;;;;;;The Proceedings of the Second International Symposium on Cooperative Database Systems for Advanced Applications, CODAS 1999, Wollongong, Australia, March 27-28, 1999.;db/conf/codas/codas1999.html;;1999
13484;6704833;;;WPES;;;Marianne Winslett|Vijay Atluri;;;;;978-1-60558-289-4;;;conf/wpes/2008;2008-11-11;;;;;ACM;;;;;;;;Proceedings of the 2008 ACM Workshop on Privacy in the Electronic Society, WPES 2008, Alexandria, VA, USA, October 27, 2008;db/conf/wpes/wpes2008.html;;2008
43921;8490976;;;CRYPTO;;;Allen Gersho;;;;;;;;conf/crypto/1981;2011-12-13;;;;;U. C. Santa Barbara, Dept. of Elec. and Computer Eng., ECE Report No 82-04;;;;;;;;Advances in Cryptology: A Report on CRYPTO 81, CRYPTO 81, IEEE Workshop on Communications Security, Santa Barbara, California, USA, August 24-26, 1981.;db/conf/crypto/crypto81.html;;1982
18790;7032436;;;GLOBECOM;;;;;https://ieeexplore.ieee.org/xpl/conhome/8634808/proceeding;;;978-1-5386-4727-1;;;conf/globecom/2018;2019-10-16;;;;;IEEE;;;;;;;;IEEE Global Communications Conference, GLOBECOM 2018, Abu Dhabi, United Arab Emirates, December 9-13, 2018;db/conf/globecom/globecom2018.html;;2018
21566;7184683;;;ICCAE;;;;;https://doi.org/10.1145/3313991;;;978-1-4503-6287-0;;;conf/iccae/2019;2021-11-18;;;;;ACM;;;;;;;;Proceedings of the 2019 11th International Conference on Computer and Automation Engineering, ICCAE 2019, Perth, WN, Australia, February 23-25, 2019;db/conf/iccae/iccae2019.html;;2019
1011;5876257;;;EUROSEC;;;Evangelos P. Markatos|Herbert Bos;;;;;978-1-60558-119-4;;;conf/eurosec/2008;2010-04-13;;;;;ACM;;;;;;;;Proceedings of the First European Workshop on System Security, EUROSEC 2008, Glasgow, Scotland, UK, March 31, 2008;db/conf/eurosec/eurosec2008.html;;2008
14890;6802001;;;OOIS;;;Maria E. Orlowska|Roberto V. Zicari;;https://doi.org/10.1007/978-1-4471-1525-0;;;978-3-540-76170-9;;;conf/oois/1997;2020-11-17;;;;;Springer;;;;;;;;Proceedings of the 1997 International Conference on Object Oriented Information Systems, OOIS 1997, Brisbane, Australia, November 10-12, 1997.;db/conf/oois/oois97.html;;1998
18026;6975399;;;DMS;;;Giuseppe Polese|Vincenzo Deufemia;;;;;1-891706-40-3;;;conf/dms/2016;2017-09-03;;;;;KSI Research Inc. / Knowledge Systems Institute Graduate School;;;;;;;;The 22nd International Conference on Distributed Multimedia Systems, DMS 2016, Salerno, Italy, November 25-26, 2016.;db/conf/dms/dms2016.html;;2016
3666;6032943;;;PAM;;;Konstantina Papagiannaki|Olivier Bonaventure|Steve Uhlig;;https://doi.org/10.1007/978-3-540-71617-4;;;978-3-540-71616-7;;;conf/pam/2007;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Passive and Active Network Measurement, 8th Internatinoal Conference, PAM 2007, Louvain-la-neuve, Belgium, April 5-6, 2007, Proceedings;db/conf/pam/pam2007.html;4427;2007
32967;7880573;;;ICCV Workshops;;;;;https://ieeexplore.ieee.org/xpl/conhome/7406213/proceeding|https://www.computer.org/csdl/proceedings/iccvw/2015/9711/00/index.html;;;978-1-4673-9711-7;;;conf/iccvw/2015;2019-10-16;;;;;IEEE Computer Society;;;;;;;;2015 IEEE International Conference on Computer Vision Workshop, ICCV Workshops 2015, Santiago, Chile, December 7-13, 2015;db/conf/iccvw/iccvw2015.html;;2015
30666;7737687;;;ICSR;;;Maurizio Morisio;;https://doi.org/10.1007/11763864;;;3-540-34606-6;;;conf/icsr/2006;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Reuse of Off-the-Shelf Components, 9th International Conference on Software Reuse, ICSR 2006, Turin, Italy, June 12-15, 2006, Proceedings;db/conf/icsr/icsr2006.html;4039;2006
18978;7049525;;;IWQoS;;;;;https://ieeexplore.ieee.org/xpl/conhome/9203768/proceeding;;;978-1-7281-6887-6;;;conf/iwqos/2020;2020-10-14;;;;;IEEE;;;;;;;;28th IEEE/ACM International Symposium on Quality of Service, IWQoS 2020, Hangzhou, China, June 15-17, 2020;db/conf/iwqos/iwqos2020.html;;2020
45317;8582184;;;SCAM;;;;;http://www.computer.org/csdl/proceedings/scam/2014/6148/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/6970367/proceeding;;;978-0-7695-5304-7;;;conf/scam/2014;2019-10-16;;;;;IEEE Computer Society;;;;;;;;14th IEEE International Working Conference on Source Code Analysis and Manipulation, SCAM 2014, Victoria, BC, Canada, September 28-29, 2014;db/conf/scam/scam2014.html;;2014
41284;8370976;;;CATS;;;Prabhu Manyem|Rod Downey;;http://crpit.scem.westernsydney.edu.au/Vol94.html;oa;;978-1-920682-75-0;;;conf/cats/2009;2021-02-08;;;;;Australian Computer Society;;;;CRPIT;db/series/crpit/index.html;;;Theory of Computing 2009, Fifteenth Computing: The Australasian Theory Symposium, CATS 2009, Wellington, New Zealand, January 2009;db/conf/cats/cats2009.html;94;2009
37706;8182034;;;ICGSE;;;;;https://ieeexplore.ieee.org/xpl/conhome/6612561/proceeding|https://www.computer.org/csdl/proceedings/icgse/2013/5057/00/index.html;;;978-0-7695-5057-2;;;conf/icgse/2013;2019-10-16;;;;;IEEE Computer Society;;;;;;;;8th IEEE International Conference on Global Software Engineering, ICGSE 2013, Bari, Italy, August 26-29, 2013.;db/conf/icgse/icgse2013.html;;2013
4901;6104760;;;IPCO;;;F. Bruce Shepherd|Friedrich Eisenbrand;;https://doi.org/10.1007/978-3-642-13036-6;;;978-3-642-13035-9;;;conf/ipco/2010;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Integer Programming and Combinatorial Optimization, 14th International Conference, IPCO 2010, Lausanne, Switzerland, June 9-11, 2010. Proceedings;db/conf/ipco/ipco2010.html;6080;2010
26423;7476627;;;TALN (Articles longs);;;Denis Maurel;;https://aclanthology.org/2001.jeptalnrecital-long.0/|https://aclanthology.org/volumes/2001.jeptalnrecital-long/;oa|oa;;;;;conf/taln/2001-1;2021-08-06;;;;;ATALA;;;;;;;;Actes de la 8ème conférence sur le Traitement Automatique des Langues Naturelles. Articles longs, TALN 2001, Tours, France, July 2001;db/conf/taln/taln2001-1.html;;2001
44017;8495139;;;COST 2102 Workshop (Vietri);;;Anna Esposito|Eric Keller|Marcos Faúndez-Zanuy|Maria Marinaro;0000-0002-7268-1795;https://doi.org/10.1007/978-3-540-76442-7;;;978-3-540-76441-0;;;conf/cost/2007;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Verbal and Nonverbal Communication Behaviours, COST Action 2102 International Workshop, Vietri sul Mare, Italy, March 29-31, 2007, Revised Selected and Invited Papers;db/conf/cost/cost2007.html;4775;2007
3920;6035975;;;Reliable Implementation of Real Number Algorithms;;;Christoph M. Hoffmann|Nathalie Revol|Peter Hertling|Wolfram Luther;;https://doi.org/10.1007/978-3-540-85521-7;;;978-3-540-85520-0;;;conf/dagstuhl/2008real;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Reliable Implementation of Real Number Algorithms: Theory and Practice, International Seminar Dagstuhl Castle, Germany, January 8-13, 2006, Revised Papers;db/conf/dagstuhl/real2008.html;5045;2008
13997;6737094;;;SMARTNET;;;Jenni Hyvärinen|Kimmo E. E. Raatikainen|Olli Martikainen;;https://doi.org/10.1007/978-0-387-35584-9;;;1-4020-7008-X;;;conf/smartnet/2002;2019-10-15;;;;;Kluwer;;;;IFIP Conference Proceedings;db/series/ifip/index.html;;;Smart Networks, IFIP TC6 WG6.7 Seventh International Conference on Intelligence in Networks (SMARTNET 2002), April 8-10, 2002, Saariselkä, Lapland, Finland;db/conf/smartnet/smartnet2002.html;212;2002
10447;6470799;;;NLDB;;;Elisabeth Métais|Farid Meziane|Nadira Lammari|Yacine Rezgui|Zoubida Kedad;;https://doi.org/10.1007/978-3-540-73351-5;;;978-3-540-73350-8;;;conf/nldb/2007;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Natural Language Processing and Information Systems, 12th International Conference on Applications of Natural Language to Information Systems, NLDB 2007, Paris, France, June 27-29, 2007, Proceedings;db/conf/nldb/nldb2007.html;4592;2007
20321;7126741;;;Business Process Management Workshops;;;Arthur H. M. ter Hofstede|Boualem Benatallah|Hye-Young Paik;;https://doi.org/10.1007/978-3-540-78238-4;;;978-3-540-78237-7;;;conf/bpm/2007w;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Business Process Management Workshops, BPM 2007 International Workshops, BPI, BPD, CBP, ProHealth, RefMod, semantics4ws, Brisbane, Australia, September 24, 2007, Revised Selected Papers;db/conf/bpm/bpmw2007.html;4928;2008
47473;8699026;;;LCN;;;;;https://ieeexplore.ieee.org/xpl/conhome/226/proceeding|https://www.computer.org/csdl/proceedings/lcn/1988/0891/00/index.html;;;0-8186-0891-9;;;conf/lcn/1988;2019-10-16;;;;;IEEE Computer Society;;;;;;;;Proceedings of the 13th Conference on Local Computer Networks, LCN 1988, October 10-12, 1988, Minneapolis, Minnesota, USA;db/conf/lcn/lcn1988.html;;1988
41403;8375953;;;WETICE;;;Khalil Drira|Sumitra Reddy;;http://www.computer.org/csdl/proceedings/wetice/2012/4717/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/6269211/proceeding;;;978-1-4673-1888-4;;;conf/wetice/2012;2019-10-16;;;;;IEEE Computer Society;;;;;;;;21st IEEE International Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE 2012, Toulouse, France, June 25-27, 2012;db/conf/wetice/wetice2012.html;;2012
45196;8573584;;;ICLR;;;;;https://openreview.net/group?id=ICLR.cc/2017/conference;oa;;;;;conf/iclr/2017;2019-04-04;;;;;OpenReview.net;;;;;;;;5th International Conference on Learning Representations, ICLR 2017, Toulon, France, April 24-26, 2017, Conference Track Proceedings;db/conf/iclr/iclr2017.html;;2017
11150;6509719;;;TRECVID;;;Alan F. Smeaton|Barbara Shaw|George Awad|Georges Quénot|Gregory A. Sanders|Jon Fiscus|Martial Michel|Paul Over|Wessel Kraaij;;https://www-nlpir.nist.gov/projects/tvpubs/tv.pubs.13.org.html;oa;;;;;conf/trecvid/2013;2021-05-10;;;;;National Institute of Standards and Technology (NIST);;;;;;;;2013 TREC Video Retrieval Evaluation, TRECVID 2013, Gaithersburg, MD, USA, November 20-22, 2013;db/conf/trecvid/trecvid2013.html;;2013
20908;7157305;;;ECHT;;;Antoine Rizk|Jacques André|Norbert A. Streitz;;;;;0-521-40517-3;;;conf/echt/90;2019-11-26;;;;;Cambridge University Press;;;;The Cambridge Series on Electronic Publishing;;;;Hypertext: Concepts, Systems and Applications, Proceedings of the European Conference on Hypertext, INRIA, France, November 1990.;db/conf/echt/echt90.html;;1990
47125;8683220;;;Middleware Demo & Poster Track;;;Songlin Hu|Zibin Zheng;;https://doi.org/10.1145/2541614;;;978-1-4503-2549-3;;;conf/middleware/2013dpt;2018-11-06;;;;;ACM;;;;;;;;Proceedings Demo & Poster Track of ACM/IFIP/USENIX International Middleware Conference, MiddlewareDPT 2013, Beijing, China, December 9-13, 2013;db/conf/middleware/middleware2013dpt.html;;2013
1113;5882632;;;TTO;;;Emiliano De Cristofaro|Preslav Nakov;;https://truthandtrustonline.com/2020-proceedings/;oa;;978-1-7359904-0-8;;;conf/tto/2020;2020-11-03;;;;;Hacks Hackers;;;;;;;;Proceedings of the 2020 Truth and Trust Online Conference (TTO 2020), Virtual, October 15-17, 2020.;db/conf/tto/tto2020.html;;2020
