;book:ID;author:string[];author-bibtex:string;author-orcid:string[];booktitle:string;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];isbn:string[];isbn-type:string[];key:string;mdate:date;month:string;note:string;note-type:string;pages:string[];publisher:string;publisher-href:string;publtype:string;school:string[];series:string;series-href:string;sub:string;sup:string[];title:string;url:string;volume:string;year:int
16219;2882858;;;;;;;;;Boualem Benatallah|Lina Yao|Michael Sheng 0001|Yongrui Qin;;https://www.elsevier.com/books/managing-the-web-of-things/sheng/978-0-12-809764-9|https://www.sciencedirect.com/science/book/9780128097649;;;978-0-12-809764-9|978-0-12-809765-6;;books/el/17/012809764;2022-01-28;;;;;Morgan Kaufmann;;;;;;;;Managing the Web of Things: Linking the Real World to the Web;db/books/collections/SQYB2017.html;;2017
11435;2868037;David A. Basin|Michael Schläpfer|Patrick Schaller;;;;;;;;;;https://doi.org/10.1007/978-3-642-24474-2;;;978-3-642-24473-5;;books/daglib/0028269;2017-05-16;;;;I-XIV, 1-202;Springer;;;;;;;;Applied Information Security - a Hands-on Approach.;;;2011
14304;2878668;Pierre Alliez;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00434316;;;;;books/hal/Alliez09;2017-09-29;;;;;;;habil;University of Nice Sophia Antipolis, France;;;;;Approches variationnelles pour le traitement numérique de la géométrie (Variational Approaches to Digital Geometry Processing).;;;2009
17873;2891703;Ronald T. Kneusel;;;;;;;;;;https://doi.org/10.1007/978-3-319-77697-2;;;978-3-319-77696-5;;books/sp/Kneusel18;2018-05-03;;;;1-259;Springer;;;;;;;;Random Numbers and Computers;;;2018
2814;2853053;José L. Verdegay|Raúl Trujillo-Cabezas;;;;;;;;;;https://doi.org/10.1007/978-3-030-25432-2;;;978-3-030-25431-5;;series/sfsc/2020-387;2019-08-29;;;;3-212;Springer;;;;Studies in Fuzziness and Soft Computing;db/series/sfsc/index.html;;;Integrating Soft Computing into Strategic Prospective Methods - Towards an Adaptive Learning Environment Supported by Futures Studies;;387;2020
1891;2850329;Federico Desimoni|George Papastefanatos|Laura Po|Nikos Bikakis;;;Linked Data Visualization;;;;;;;https://doi.org/10.2200/S00967ED1V01Y201911WBE019;;;;;series/synthesis/2020Po;2021-04-08;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on the Semantic Web;db/series/synthesis/wbe.html;;;Linked Data Visualization: Techniques, Tools, and Big Data;;;2020
5679;2861554;Rick F. van der Lans;;;;;;;;;;;;;978-3-446-15849-8;;books/daglib/0068140;2011-05-03;;;;I-VIII, 1-113;Hanser;;;;;;;;SQL - der ISO-Standard.;;;1990
18335;2894922;Bernd Steinbach|Christian Posthoff;;;;;;;;;;https://doi.org/10.1007/978-3-030-02420-8;;;978-3-030-02419-2;;books/sp/PosthoffS19;2019-01-02;;;;1-508;Springer;;;;;;;;Logic Functions and Equations - Binary Models for Computer Science, Second Edition;;;2019
3323;2854212;Alexandros Nanopoulos|Apostolos N. Papadopoulos|Yannis Manolopoulos|Yannis Theodoridis;;;;;;;;;;https://doi.org/10.1007/978-1-84628-293-5;;;978-1-84628-293-5|978-1-85233-977-7;;series/aikp/ManolopoulosNPT06;2017-05-16;;;;1-194;Springer;;;;Advanced Information and Knowledge Processing;db/series/aikp/index.html;;;R-Trees: Theory and Applications.;;;2006
15842;2881402;Alexey Stakhov;;;"Mathematics of Harmony as a New Interdisciplinary Direction and ""Golden"" Paradigm of Modern Science, Volume 1";;;;;;;https://doi.org/10.1142/11445;;;9789811206375|9789811206382|9789811207105;;books/ws/Stakhov20;2021-03-31;;;;1-248;WorldScientific;;;;Series on Knots and Everything;;;;"Mathematics of Harmony as a New Interdisciplinary Direction and ""Golden"" Paradigm of Modern Science - Volume 1: The Golden Section, Fibonacci Numbers, Pascal Triangle, and Platonic Solids";;65;2020
9694;2866062;Ugo Pagallo;;0000-0001-7981-8849;;;;;;;;https://doi.org/10.1007/978-94-007-6564-1;;;978-94-007-6563-4;;books/daglib/0032642;2020-03-27;;;;I-XXV, 1-200;Springer;;;;Law, Governance and Technology Series;;;;The Laws of Robots - Crimes, Contracts, and Torts.;;10;2013
7280;2863337;;;;;;;;;;;;;;;;books/daglib/0017524;2011-05-09;;;;1-94;VolkswagenStiftung;;;;;;;;Wir stiften Wissen 2007 - Impulse für die Wissenschaft 2007: aus der Arbeit der Volkswagenstiftung.;;;2007
14092;2878314;Fadi Al-Turjman 0001;;;;;;;;;;https://www.crcpress.com/Smart-Things-and-Femtocells-From-Hype-to-Reality/Al-Turjman/p/book/9781138593893|https://www.taylorfrancis.com/books/e/9780429951206;;;9780429951206|9781138593893;;books/crc/AlTurjman2018b;2021-02-25;;;;;CRC Press;;;;;;;;Smart Things and Femtocells: From Hype to Reality;;;2018
17290;2889797;John A. Nelder|Peter McCullagh;;;;;;;;;;https://doi.org/10.1007/978-1-4899-3242-6|https://www.wikidata.org/entity/Q105583240;;;978-1-4899-3242-6;;books/sp/McCullaghN89;2021-06-01;;;;1-468;Springer;;;;;;;;Generalized Linear Models;;;1989
227;2840903;;;;Advances in Ubiquitous User Modelling;;;;;Antonio Krüger|Dominik Heckmann|Francesca Carmagnola|Shlomo Berkovsky|Tsvi Kuflik;0000-0003-2638-4121;https://doi.org/10.1007/978-3-642-05039-8;;;978-3-642-05038-1;;series/lncs/5830;2019-09-25;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Advances in Ubiquitous User Modelling, Revised Selected Papers;db/series/lncs/lncs5830.html;5830;2009
4137;2859484;James Ze Wang;;;;;;;;;;https://doi.org/10.1007/978-1-4615-1641-5;;;978-1-4613-5655-4|978-1-4615-1641-5;;series/irs/Wang01;2017-05-16;;;;1-178;Kluwer;;;;The Kluwer International Series on Information Retrieval;db/series/irs/index.html;;;Integrated Region-Based Image Retrieval;;11;2001
9137;2865454;Fei Li 0002|Schahram Dustdar;;0000-0001-6872-8821;;;;;;;;https://doi.org/10.1007/978-3-7091-0415-6|https://www.wikidata.org/entity/Q60485483;;;978-3-7091-0414-9;;books/daglib/0025530;2019-06-02;;;;;Springer;;;;;;;;Service Engineering - European Research Results.;;;2011
17005;2889052;;;;;;;;;Arie Koster|Xavier Muñoz;0000-0002-2560-3540|0000-0002-8035-7012;https://doi.org/10.1007/978-3-642-02250-0;;;978-3-642-02249-4|978-3-642-02250-0;;books/sp/KM2010;2019-05-29;;;;;Springer;;;;Texts in Theoretical Computer Science. An EATCS Series;db/series/txtcs/index.html;;;Graphs and Algorithms in Communication Networks: Studies in Broadband, Optical, Wireless and Ad Hoc Networks;db/books/collections/KM2010.html;;2010
72;14885;;;;;;;;;Bruno Siciliano|Oussama Khatib;;https://doi.org/10.1007/978-3-540-30301-5|https://www.wikidata.org/entity/Q15525597;;;978-3-540-23957-4;;reference/robo/2008;2019-07-29;;;;;Springer;;;;;;;;Springer Handbook of Robotics;db/reference/robo/robo2008.html;;2008
15780;2881179;Alex X. Liu;;;;;;;;;;https://doi.org/10.1142/7229;;;978-981-4261-65-4|978-981-4468-37-4;;books/ws/Liu10;2017-05-16;;;;1-124;World Scientific;;;;Computer and Network Security;;;;Firewall Design and Analysis;;4;2010
14423;2878787;Beatriz Marcotegui;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01527577;;;;;books/hal/Marcotegui15;2017-09-30;;;;;;;habil;Blaise Pascal University, Clermont-Ferrand, France;;;;;Contributions à la segmentation d'image et de nuages de points. Application à l'analyse de scènes urbaines.;;;2015
3505;2855106;Elzbieta Pekalska|Robert P. W. Duin;;;;;;;;;;https://doi.org/10.1142/5965;;;978-981-256-530-3|978-981-4479-14-1;;series/smpai/PekalskaD05;2017-05-16;;;;1-636;WorldScientific;;;;Series in Machine Perception and Artificial Intelligence;db/series/smpai/index.html;;;The Dissimilarity Representation for Pattern Recognition - Foundations and Applications;;64;2005
2000;2850438;Daniel J. Pack|Dung Dang|Steven F. Barrett;;;Embedded Systems Design with the Texas Instruments MSP432 32-bit Processor;;;;;;;https://doi.org/10.2200/S00728ED1V01Y201608DCS051;;;;;series/synthesis/2016Dang;2017-05-16;;;;1-574;Morgan & Claypool Publishers;;;;Synthesis Lectures on Digital Circuits and Systems;db/series/synthesis/dcs.html;;;Embedded Systems Design with the Texas Instruments MSP432 32-bit Processor;;;2016
4901;2860682;Peter Flynn;;;;;;;;;;;;;978-0-7923-8169-3;;books/daglib/0097030;2011-04-21;;;;I-XXVI, 1-432;Kluwer;;;;;;;;Understanding SGML and XML tools - practical programs for handling structured text.;;;1998
11935;2871497;Robert Barton;;;;;;;;;;;;;978-3-540-56827-8;;books/daglib/0073758;2011-04-12;;;;I-XII, 1-172;Springer;;;;;;;;Die X/Motif Umgebung - eine Einführung für Anwender und Systemverwalter.;;;1994
5307;2861137;Peter M. D. Gray;;;;;;;;;;;;;978-0-85312-709-3;;books/daglib/0067898;2011-04-08;;;;1-294;Ellis Horwood;;;;Ellis Horwood series in computers and their applications;;;;Logic, algebra and databases.;;29;1984
13438;2874084;;;;Machine Learning for Human Motion Analysis;;;;;Guoying Zhao|Li Cheng 0001|Liang Wang 0001;0000-0003-3261-3533|0000-0003-3694-206X;https://doi.org/10.4018/978-1-60566-900-7;;;978-1-60566-900-7;;books/igi/10/WCZ2010;2020-09-05;;;;;IGI Global;;;;;;;;Machine Learning for Human Motion Analysis - Theory and Practice.;db/books/collections/WCZ2010.html;;2010
2014;2850452;Alessandra De Angelis|Giulio Lorenzini|Marco Medici|Onorio Saro|Stefano D'Elia;;;Simplified Models for Assessing Heat and Mass Transfer in Evaporative Towers;;;;;;;https://doi.org/10.2200/S00501ED1V01Y201304ENG022;;;;;series/synthesis/2013Angelis;2017-05-16;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Engineering;db/series/synthesis/eng.html;;;Simplified Models for Assessing Heat and Mass Transfer in Evaporative Towers;;;2013
9990;2866400;David G. Messerschmitt|Edward A. Lee;;;;;;;;;;;;;978-0-7923-9391-7;;books/daglib/0076891;2011-04-29;;;;1-893;Kluwer;;;;;;;;Digital communication (2. ed.).;;;1994
15502;2879866;Nadine Couture;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01130032;;;;;books/hal/Couture10;2017-09-29;;;;;;;habil;University of Bordeaux, France;;;;;Interaction Tangible, de l'incarnation physique des données vers l'interaction avec tout le corps.;;;2010
15063;2879427;Gilles Fedak;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01158462;;;;;books/hal/Fedak15;2017-09-30;;;;;;;habil;École normale supérieure de Lyon, France;;;;;Contributions to Desktop Grid Computing : From High Throughput Computing to Data-Intensive Sciences on Hybrid Distributed Computing Infrastructures.;;;2015
11452;2868056;Evan Goer;;;;;;;;;;http://www.oreilly.de/catalog/9781449304195/index.html;;;978-1-449-30419-5;;books/daglib/0029329;2012-09-04;;;;I-XVII, 1-406;O'Reilly;;;;;;;;YUI 3 Cookbook - Writing Maintainable Applications.;;;2012
9210;2865534;Peter Robson|Stephane Faroult;;;;;;;;;;http://www.oreilly.de/catalog/artofsql/index.html;;;978-0-596-00894-9;;books/daglib/0015919;2011-03-23;;;;I-XVI, 1-349;O'Reilly;;;;;;;;The art of SQL.;;;2006
17153;2889380;Vipin Tyagi;;0000-0003-4994-3686;;;;;;;;https://doi.org/10.1007/978-981-10-6759-4;;;978-981-10-6758-7;;books/sp/Tyagi17;2019-09-25;;;;1-378;Springer;;;;;;;;Content-Based Image Retrieval - Ideas, Influences, and Current Trends;;;2017
1251;2849503;David Hitchcock;;;;;;;;;;https://doi.org/10.1007/978-3-319-53562-3;;;978-3-319-53561-6;;series/argulib/Hitchcock17;2018-04-25;;;;3-536;Springer;;;;Argumentation Library;db/series/argulib/index.html;;;On Reasoning and Argument, Essays in Informal Logic and on Critical Thinking.;;30;2017
11913;2871474;Addison Berry|Angela Byron|Bruno De Bondt;;;;;;;;;;http://www.oreilly.de/catalog/9781449390525/index.html;;;978-1-449-39052-5;;books/daglib/0029096;2012-06-01;;;;I-XXII, 1-467;O'Reilly;;;;;;;;Using Drupal - Choosing and Configuring Modules to Buildt Dynamic Websites: Covers Drupal 7, Second Edition.;;;2012
17570;2890889;Richard L. Tweedie|Sean P. Meyn;;;;;;;;;;https://doi.org/10.1007/978-1-4471-3267-7;;;978-1-4471-3267-7|978-1-4471-3269-1;;books/sp/MeynT93;2019-07-24;;;;1-552;Springer;;;;Communications and Control Engineering Series;;;;Markov Chains and Stochastic Stability;;;1993
8720;2864987;James A. Anderson;;;;;;;;;;;;;978-0-521-61324-8;;books/daglib/0016469;2011-03-25;;;;I-VIII, 1-255;Cambridge University Press;;;;;;;;Automata theory with modern applications.;;;2006
2578;2851678;Antonio Liotta|George Exarchakos;;0000-0002-2773-4421;;;;;;;;https://doi.org/10.1007/978-94-007-1473-1;;;978-94-007-1472-4;;series/lnee/LiottaE11;2017-06-14;;;;1-155;Springer;;;;Lecture Notes in Electrical Engineering;db/series/lnee/index.html;;;Networks for Pervasive Services - Six Ways to Upgrade the Internet;db/series/lnee/index.html#LiottaE11;92;2011
9998;2866408;Carolyn J. Hursch|Jack L. Hursch;;;;;;;;;;;;;978-0-8306-9116-6;;books/daglib/0098529;2011-05-06;;;;I-XII, 1-304;Windcrest;;;;;;;;dbase IV essentials.;;;1988
1270;2849593;Akhtar A. Khan|Christiane Tammer|Constantin Zalinescu;;0000-0001-8461-818X|0000-0002-8325-5388;;;;;;;;https://doi.org/10.1007/978-3-642-54265-7;;;978-3-642-54264-0|978-3-642-54265-7;;series/vo/KhanTZ15;2021-10-14;;;;i-xxii, 1-765;Springer;;;;Vector Optimization;db/series/vo/index.html;;;Set-valued Optimization - An Introduction with Applications.;;;2015
13005;2872696;Bernd Jähne;;;;;;;;;;;;;;;books/daglib/0017429;2011-04-06;;;;I-XIII, 1-642;Springer;;;;;;;;Digitale Bildverarbeitung (6. Aufl.).;;;2005
5558;2861420;Adalbert Kerber|Christoph Rücker|Emma Schymanski|Markus Meringer|Reinhard Laue;;;;;;;;;;http://www.degruyter.com/view/product/185915;;;978-3-11-030007-9;;books/daglib/0036859;2015-12-15;;;;I-XXIX, 1-491;de Gruyter;;;;;;;;Mathematical Chemistry and Chemoinformatics - Structure Generation, Elucidation and Quantitative Structure-Property Relationships.;;;2013
16281;2884447;;;;;;;;;Juliane T. Benra|Wolfgang A. Halang;;https://doi.org/10.1007/978-3-642-01596-0;;;978-3-642-01595-3|978-3-642-01596-0;;books/sp/BH2009;2019-02-07;;;;;Springer;;;;;;;;Software-Entwicklung für Echtzeitsysteme.;db/books/collections/BH2009.html;;2009
10506;2866990;Pradeep Kumar Sinha;;;;;;;;;;;;;978-0-7803-1119-0;;books/daglib/0085461;2011-04-27;;;;I-XIX, 1-743;IEEE;;;;;;;;Distributed operating systems - concepts and design.;;;1996
15545;2879909;Nasser Rezzoug;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01102053;;;;;books/hal/Rezzoug14;2017-09-30;;;;;;;habil;University of the South, Toulon-Var, France;;;;;Analyse biomécanique et simulation du mouvement de préhension : application aux mouvements altérés. (Prehension movements biomechanical analysis and simulation : application to altered movements).;;;2014
18144;2894351;Stephan Heuel;;;;;;;;;;https://d-nb.info/971266425|https://d-nb.info/972277110|https://doi.org/10.1007/b97201|https://nbn-resolving.org/urn:nbn:de:1111-2010102458;;;3-540-22029-1;;books/sp/Heuel2004;2021-07-17;;;;;Springer;;;University of Bonn, Germany;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Uncertain Projective Geometry: Statistical Reasoning for Polyhedral Object Reconstruction;;3008;2004
5229;2861050;Joseph M. Kizza;;;;;;;;;;https://doi.org/10.1007/978-1-4471-4543-1;;;978-1-4471-4542-4;;books/daglib/0031127;2017-05-16;;;;I-XXIV, 1-521;Springer;;;;Computer Communications and Networks;db/series/ccn/index.html;;;Guide to Computer Network Security, Second Edition.;;;2013
10663;2867172;Andreas U. Mauthe|Peter Thomas;;;;;;;;;;;;;978-0-470-85542-3;;books/daglib/0011735;2011-04-12;;;;I-XV, 1-314;Wiley;;;;;;;;Professional content management systems - handling digital media assets.;;;2004
13750;2874889;;;;;;;;;Indra Spiecker genannt Döhmann|Jan Krämer;;https://www.nomos-elibrary.de/10.5771/9783845230719/network-neutrality-and-open-access;;;978-3-8329-6618-8;;books/others/11/DK2011;2020-06-05;;;;1-214;Nomos;;;;;;;;Network Neutrality and Open Access.;db/books/collections/DK2011.html;;2011
1841;2850279;Giuseppe Prencipe|Nicola Santoro|Paola Flocchini;;;;;;;;;;https://doi.org/10.2200/S00440ED1V01Y201208DCT010;;;;;series/synthesis/2012Flocchini;2017-05-16;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Distributed Computing Theory;db/series/synthesis/dct.html;;;Distributed Computing by Oblivious Mobile Robots;;;2012
2512;2851580;;;;Security and Dependability for Ambient Intelligence;;;;;Antonio Maña Gómez|George Spanoudakis|Spyros Kokolakis;0000-0001-5291-6174;https://doi.org/10.1007/978-0-387-88775-3;;;978-0-387-88774-6;;series/ais/45;2017-06-09;;;;;Springer;;;;Advances in Information Security;db/series/ais/index.html;;;Security and Dependability for Ambient Intelligence;db/series/ais/ais45.html;45;2009
6034;2861953;William J. Beyda;;;;;;;;;;;;;978-0-13-058421-2;;books/daglib/0068855;2011-05-05;;;;I-XIV, 1-268;Prentice Hall;;;;;;;;Basic data communications - a comprehensive overview.;;;1989
7638;2863760;Philipp Ackermann;;;;;;;;;;;;;978-3-920993-52-2;;books/daglib/0085289;2011-04-27;;;;I-XIX, 1-298;dpunkt;;;;;;;;Developing object-oriented multimedia software - based on the METplusplus application framework.;;;1996
11920;2871482;Jon Louis Bentley;;;;;;;;;;;;;978-0-201-10331-1;;books/daglib/0067352;2011-05-05;;;;I-VIII, 1-195;Addison-Wesley;;;;;;;;Programming pearls.;;;1986
12726;2872386;Dusan Petkovic;;;;;;;;;;;;;978-3-89864-367-2;;books/daglib/0015931;2011-03-23;;;;I-XXIV, 1-615;dpunkt.verlag;;;;;;;;SQL Server 2005 - eine umfassende Einführung.;;;2006
6725;2862715;;;;;;;;;Mohamed Medhat Gaber;0000-0003-0339-4474;https://doi.org/10.1007/978-3-642-02788-8;;;978-3-642-02787-1;;books/daglib/0024002;2017-05-29;;;;;Springer;;;;;;;;Scientific Data Mining and Knowledge Discovery - Principles and Foundations;db/books/collections/G2010.html;;2010
11722;2868356;Robert Hoekman;;;;;;;;;;http://www.oreilly.de/catalog/flashbox/index.html;;;978-0-596-00691-4;;books/daglib/0012118;2011-02-06;;;;I-XVI, 1-236;O'Reilly;;;;;;;;Flash out of the box - learn a lot, learn it fast: create your project now.;;;2005
1359;2849797;Corri Zoli|Kelly Rusch|Shobha K. Bhatia|Valerie J. Davidson;;0000-0001-5089-6632;Engineering: Women and Leadership;;;;;;;https://doi.org/10.2200/S00111ED1V01Y200804ETS005|https://www.wikidata.org/entity/Q60579515;;;;;series/synthesis/2008Zoli;2019-06-02;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Engineers, Technology and Society;db/series/synthesis/ets.html;;;Engineering: Women and Leadership;;;2008
3830;2857372;Frank Drewes;;;;;;;;;;https://doi.org/10.1007/3-540-32507-7;;;978-3-540-21304-8|978-3-540-32507-9;;series/txtcs/Drewes06;2017-05-16;;;;1-476;Springer;;;;Texts in Theoretical Computer Science. An EATCS Series;db/series/txtcs/index.html;;;Grammatical Picture Generation - A Tree-Based Approach;;;2006
11448;2868051;James A. Larson;;;;;;;;;;;;;;;books/daglib/0066964;2011-04-12;;;;I-VI, 1-440;IEEE;;;;;;;;Database management - tutorial.;;;1987
17689;2891145;Joachim Baumann 0001;;;;;;;;;;https://doi.org/10.1007/10704127;;;3-540-41192-5;;books/sp/Baumann00;2021-09-01;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Mobile Agents: Control Algorithms;;1658;2000
13847;2876195;;;;;;;;;Alex McLean|Roger T. Dean;;https://global.oup.com/academic/product/the-oxford-handbook-of-algorithmic-music-9780190226992;;;978-0-19-022699-2;;books/ox/18/MD2018;2020-04-30;;;;;Oxford University Press;;;;;;;;The Oxford Handbook of Algorithmic Music.;db/books/collections/MD2018.bht;;2018
9067;2865378;David Glance|Mark A. Gregory;;;;;;;;;;http://www.springer.com/computer/information+systems+and+applications/book/978-3-319-02389-2;;;978-3-319-02389-2;;books/daglib/0032843;2014-03-12;;;;I-XVI, 1-297;Springer;;;;;;;;Security and the Networked Society.;;;2013
12439;2872061;Prithviraj Banerjee;;;;;;;;;;;;;978-0-13-015835-2;;books/daglib/0077398;2011-04-29;;;;I-XX, 1-699;Prentice Hall;;;;;;;;Parallel algorithms for VLSI computer-aided design.;;;1994
13227;2872940;Dimitri D. Vvedensky;;;;;;;;;;;;;978-0-201-54409-1;;books/daglib/0081803;2011-04-29;;;;I-XI, 1-465;Addison-Wesley;;;;Physics series;;;;Partial differential equations - with Mathematica.;;;1993
9073;2865384;Masud Mansuripur;;;;;;;;;;;;;978-0-13-484668-2;;books/daglib/0068878;2011-04-14;;;;I-XXI, 1-149;Prentice Hall;;;;;;;;Introduction to information theory.;;;1987
8178;2864375;Neil J. Gunther;;;;;;;;;;https://doi.org/10.1007/b94248;;;978-3-540-20865-5;;books/daglib/0015301;2017-05-16;;;;I-XXIII, 1-436;Springer;;;;;;;;Analyzing computer system performance with Perl::PDQ.;;;2005
16563;2886109;Shashi Shekhar|Venkata M. V. Gunturi;;0000-0002-0676-0241;;;;;;;;https://doi.org/10.1007/978-3-319-67771-2;;;978-3-319-67770-5;;books/sp/GunturiS17;2020-10-25;;;;1-100;Springer;;;;;;;;Spatio-Temporal Graph Data Analytics;;;2017
1698;2850136;Maria Paula Diogo|Tiago Saraiva;;;Inventing a European Nation;;;;;;;https://doi.org/10.2200/S00990ED1V01Y202002GES006;;;;;series/synthesis/2020Diogo;2021-04-08;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Global Engineering;db/series/synthesis/ges.html;;;Inventing a European Nation: Engineers for Portugal, from Baroque to Fascism;;;2020
2834;2853167;Adel Mehrpooya|Farid Saberi-Movahed|Mahdi Eftekhari|Vicenç Torra;;;;;;;;;;https://doi.org/10.1007/978-3-030-94066-9;;;978-3-030-94065-2;;series/sfsc/2022-416;2022-02-25;;;;1-167;Springer;;;;Studies in Fuzziness and Soft Computing;db/series/sfsc/index.html;;;How Fuzzy Concepts Contribute to Machine Learning;;416;2022
7003;2863027;Christoph Scholl;;;;;;;;;;http://www.springer.com/engineering/circuits+%26+systems/book/978-0-7923-7585-2;;;978-0-7923-7585-2;;books/daglib/0006029;2011-04-15;;;;I-XXIII, 1-263;Kluwer;;;;;;;;Functional decomposition with applications to FPGA synthesis.;;;2001
7837;2863985;John R. Steel|William J. Mitchell 0002;;;;;;;;;;;;;978-0-387-57494-3;;books/daglib/0077575;2019-07-22;;;;1-129;Springer;;;;Lecture Notes in Logic;;;;Fine Structure and Iteration Trees.;;3;1994
3189;2853623;Bertram Neubauer|Frank Stoinski|Tom Ritter;;;;;;;;;;https://doi.org/10.1007/978-3-642-18566-3;;;978-3-642-18566-3|978-3-642-62161-1;;series/xpert/NeubauerRS04;2017-05-16;;;;I-XVI, 1-421;Springer;;;;Xpert.press;db/series/xpert/index.html;;;CORBA Komponenten - Effektives Software-Design und Programmierung.;;;2004
17719;2891186;Veena S. Chakravarthi;;0000-0002-8703-2376;;;;;;;;https://doi.org/10.1007/978-3-030-79272-5;;;978-3-030-79271-8;;books/sp/Chakravarthi21;2021-10-05;;;;1-280;Springer;;;;;;;;Internet of Things and M2M Communication Technologies - Architecture and Practical Design Approach to IoT in Industry 4.0;;;2021
11091;2867646;Claude Puech|François X. Sillion;;;;;;;;;;;;;978-1-55860-277-9;;books/daglib/0077778;2011-04-29;;;;I-XIII, 1-251;Morgan Kaufmann;;;;;;;;Radiosity and global illumination.;;;1994
18330;2894917;Miroslav Kubat;;;;;;;;;;https://doi.org/10.1007/978-3-030-81935-4;;;978-3-030-81934-7;;books/sp/Kubat21;2021-09-29;;;;1-449;Springer;;;;;;;;An Introduction to Machine Learning, Third Edition;;;2021
5265;2861091;Alexander Keller 0001;;;;;;;;;;https://d-nb.info/952595184;;;978-3-8265-3330-3;;books/daglib/0092898;2021-07-17;;;;I-X, 1-120;Shaker;;;Kaiserslautern University of Technology, Germany;Beiträge zur Informatik;;;;Quasi-Monte Carlo methods for photorealistic image synthesis.;;;1998
17746;2891213;Thomas Bräunl;;;;;;;;;;https://d-nb.info/900905247|https://doi.org/10.1007/978-3-642-84245-0;;;3-540-52853-9;;books/sp/Braunl90;2021-07-17;;;;1-168;Springer;;;University of Stuttgart, Germany;Informatik-Fachberichte;db/series/ifb/index.html;;;Massiv parallele Programmierung mit dem Parallaxis-Modell;;246;1990
6211;2862151;Pankaj Jalote;;;;;;;;;;;;;978-0-387-94899-7;;books/daglib/0087616;2019-07-15;;;;I-XIV, 1-497;Springer;;;;Undergraduate texts in computer science;;;;An integrated approach to software engineering, Second Edition.;;;1997
5040;2860843;William I. Salmon;;;;;;;;;;;;;978-0-256-12666-2;;books/daglib/0072430;2011-04-08;;;;;Irwin;;;;;;;;Structures and abstractions - an introduction to computer science with Pascal (2. ed.).;;;1994
6111;2862039;Henry Wong|Scott Oaks;;;;;;;;;;;;;978-1-56592-418-5;;books/daglib/0096707;2011-04-20;;;;I-XVI, 1-358;O'Reilly;;;;;;;;Java threads - Java 2 (2. ed.).;;;1999
2385;2850823;Penny Probert Smith;;;;;;;;;;https://doi.org/10.1142/4752;;;978-981-02-4681-5|978-981-4490-65-8;;series/wssris/Smith01;2017-05-16;;;;1-336;World Scientific;;;;World Scientific Series in Robotics and Intelligent Systems;db/series/wssris/index.html;;;Active Sensors for Local Planning in Mobile Robotics;;26;2001
12961;2872646;Gerald E. Farin;;;;;;;;;;;;;978-0-12-249052-1;;books/daglib/0076805;2017-09-26;;;;I-XVII, 1-473;Academic Press;;;;Computer science and scientific computing;;;;Curves and surfaces for computer aided geometric design - a practical guide, 3rd Edition.;;;1992
12149;2871734;;;;;;;;;Athanasios V. Vasilakos|Manish Parashar|Stamatis Karnouskos|Witold Pedrycz;0000-0003-1902-9877|0000-0003-3519-8232;https://doi.org/10.1007/978-0-387-09753-4;;;978-0-387-09752-7;;books/daglib/0023509;2021-04-09;;;;;Springer;;;;;;;;Autonomic Communication;db/books/daglib/0023509.html;;2010
10965;2867513;Christian Wenz;;;;;;;;;;http://www.oreilly.com/catalog/9780596514242/index.html#top;;;978-0-596-51424-2;;books/daglib/0019131;2011-03-23;;;;I-XVIII, 1-454;O'Reilly;;;;;;;;Programming ASP.NET Ajax - build rich, web 2.0-style UIs with ASP.NET Ajax: covers core, control toolkit, futures CTP, and more.;;;2007
13552;2874380;Alexander Samarin|Frank Mittelbach|Michel Goossens;;;;;;;;;;https://www.worldcat.org/oclc/247742235;;;0201541998;;books/lib/GoossensMS94;2020-07-17;;;;I-XXX, 1-528;Addison-Wesley;;;;Programming languages;;;;The LATEX companion - includes newly revised LATEX standard.;;;1994
13544;2874372;Matthias Kunkel;;;;;;;;;;https://www.worldcat.org/oclc/699498212;;;9783827329639;;books/lib/Kunkel11;2020-07-17;;;;1-815;Addison-Wesley;;;;;;;;Das offizielle ILIAS 4-Praxisbuch: gemeinsam online lernen, arbeiten und kommunizieren.;;;2011
14480;2878844;Nicolas Nisse;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00998854;;;;;books/hal/Nisse14;2017-09-30;;;;;;;habil;University of Nice Sophia Antipolis, France;;;;;Algorithmic complexity: Between Structure and Knowledge How Pursuit-evasion Games help. (Complexité algorithmique: entre structure et connaissance. Comment les jeux de poursuite peuvent apporter des solutions).;;;2014
