;incollection:ID;author:string[];author-orcid:string[];booktitle:string;cdrom:string;chapter:int;cite:string[];cite-label:string[];crossref:string;ee:string[];ee-type:string[];i:string[];key:string;mdate:date;note:string;number:string;pages:string;publisher:string;publisher-href:string;publtype:string;sub:string[];sup:string[];title:string;url:string;year:int
10606;11254;;;Encyclopedia of GIS;;;;;reference/gis/2008;https://doi.org/10.1007/978-0-387-35973-1_234;;;reference/gis/X08gk;2017-07-12;;;197;;;encyclopedia;;;Data Acquisition.;db/reference/gis/gis2008.html#X08gk;2008
29297;2841434;Hannu Toivonen;0000-0003-1339-8022;Bisociative Knowledge Discovery;;;;;series/lncs/7250;https://doi.org/10.1007/978-3-642-31830-6_10;oa;;series/lncs/Toivonen12;2018-06-26;;;144-146;;;;;;Network Analysis: Overview.;db/series/lncs/lncs7250.html#Toivonen12;2012
23768;24467;;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_3982;;;reference/db/X09xxmz;2017-07-12;;;3441;;;encyclopedia;;;W3C XML Path Language.;db/reference/db/w.html#X09xxmz;2009
35799;2848854;Julio Abascal|Myriam Arrue|Xabier Valencia;0000-0001-9974-1367|0000-0002-6551-1616;Web Accessibility (2nd Ed.);;;;;series/hci/YesiladaH19;https://doi.org/10.1007/978-1-4471-7440-0_26;;;series/hci/AbascalAV19;2021-04-09;;;479-503;;;;;;Tools for Web Accessibility Evaluation.;db/series/hci/YesiladaH19.html#AbascalAV19;2019
7725;8371;Hendrik Blockeel|Soumya Ray|Stephen Scott 0001;;Encyclopedia of Machine Learning;;;;;reference/ml/2010;https://doi.org/10.1007/978-0-387-30164-8_569;;;reference/ml/RaySB10;2021-05-12;;;701-710;;;encyclopedia;;;Multi-Instance Learning.;db/reference/ml/ml2010.html#RaySB10;2010
48858;2875764;Daniele Boffi|Fleurianne Bertrand;;75 Years of Mathematics of Computation;;;;;books/ams/20/BSSS2020;http://www.ams.org/books/conm/754/15152;;;books/ams/20/BertrandB20;2020-11-03;;;;;;;;;The Prager-Synge theorem in reconstruction based a posteriori error estimation.;db/books/collections/BSSS2020.html#BertrandB20;2020
57614;2887521;Christoph Garth|Xavier Tricoche;0000-0003-1669-8549;Mathematical Foundations of Scientific Visualization, Computer Graphics, and Massive Data Exploration;;;;;books/sp/09/MHR2009;https://doi.org/10.1007/b106657_5;;;books/sp/09/TricocheG09;2019-09-16;;;89-107;;;;;;Topological Methods for Visualizing Vortical Flows.;db/books/collections/MHR2009.html#TricocheG09;2009
31270;2843711;Ajith Abraham|Hesam Ezakian|Jan Platos|Pavel Krömer|Václav Snásel;;Intelligent Networking, Collaborative Systems and Applications;;;;;series/sci/2011-329;https://doi.org/10.1007/978-3-642-16793-5_4;;;series/sci/KromerSPAE11;2017-05-16;;;79-94;;;;;;Evolving Schedules of Independent Tasks by Differential Evolution.;db/series/sci/sci329.html#KromerSPAE11;2011
51999;2880792;Chii Chang|Rajkumar Buyya|Satish Narayana Srirama;;Fog and Edge Computing;;;;;books/wi/BS2019;https://doi.org/10.1002/9781119525080.ch1;;;books/wi/19/ChangSB19;2019-06-17;;;1-23;;;;;;Internet of Things (IoT) and New Computing Paradigms.;db/books/collections/BS2019.html#ChangSB19;2019
35174;2848142;Jonardon Ganeri;;Greek, Indian and Arabic Logic;;;;;series/hhl/1;https://doi.org/10.1016/S1874-5857(04)80007-4;;;series/hhl/Ganeri01;2017-07-12;;;309-395;;;encyclopedia;;;Indian logic.;db/series/hhl/hhl1.html#Ganeri01;2001
37190;2851713;Cesare Rocchi|Dina Goren-Bar|Fabio Pianesi|Ilenia Graziola|Massimo Zancanaro;;PEACH - Intelligent Interfaces for Museum Visits;;;;;series/cogtech/354068754;https://doi.org/10.1007/3-540-68755-6_12;;;series/cogtech/Goren-BarGPZR07;2017-12-12;;;245-265;;;;;;Innovative Approaches for Evaluating Adaptive Mobile Museum Guides.;db/series/cogtech/354068754.html#Goren-BarGPZR07;2007
48657;2875530;Pedro Paulo Balbi de Oliveira|Tiago G. Correale;;From Parallel to Emergent Computing;;;;;books/tf/19/AAS2019;https://doi.org/10.1201/9781315167084-9;;;books/tf/19/CorrealeO19;2020-03-09;;;199-220;;;;;;Minimal Discretised Agent-Based Modelling of the Dynamics of Change in Reactive Systems.;db/books/collections/AAS2019.html#CorrealeO19;2019
46815;2873309;Birgit Eickelmann;;Handbuch Informationskompetenz;;;;;books/degruyter/SS2016;https://doi.org/10.1515/9783110403367-016;;;books/degruyter/p/Eickelmann16;2017-05-16;;;151-158;;;;;;Förderung von Informationskompetenz als Aufgabe von Schule.;db/books/collections/SS2016.html#Eickelmann16;2016
33092;2845730;Masayuki Nakajima|Suguru Saito|Tetsuo Shima;;Computational Intelligence Paradigms in Advanced Pattern Classification;;;;;series/sci/2012-386;https://doi.org/10.1007/978-3-642-24049-2_5;;;series/sci/SaitoNS12;2017-05-16;;;59-87;;;;;;Optimal Differential Filter on Hexagonal Lattice.;db/series/sci/sci386.html#SaitoNS12;2012
12911;13564;Carol Crawford|Lance Lamont;;Handbook of Visual Display Technology;;;;;reference/vdt/2012;https://doi.org/10.1007/978-3-540-79567-4_66;;;reference/vdt/LamontC12;2017-07-12;;;997-1008;;;encyclopedia;;;Touchscreen Computer Interfaces: Electronics.;db/reference/vdt/vdt2012.html#LamontC12;2012
65095;2897085;Heiko Thimm|Wolfgang Klas;;Multimedia Database Systems;;;;;books/kl/nwosuTB96/NTB1996;;;;books/kl/nwosuTB96/ThimmK96;2019-08-07;;;318-376;;;;;;Playout Management in Multimedia Database Systems.;db/books/collections/nwosu96.html#ThimmK96;1996
2285;2887;Adam M. Johansen;0000-0002-3531-7628;Wiley Encyclopedia of Computer Science and Engineering;;;;;reference/wiley/2008;https://doi.org/10.1002/9780470050118.ecse533;;;reference/wiley/Johansen08;2020-10-26;;;;;;;;;Markov Chains.;db/reference/wiley/wiley2008.html#Johansen08;2008
3045;3649;Douglas J. Weber|Lee E. Fisher;;Encyclopedia of Computational Neuroscience;;;;;reference/cn/2014;https://doi.org/10.1007/978-1-4614-7320-6_206-1;;;reference/cn/FisherW14;2017-07-12;;;;;;encyclopedia;;;Peripheral Nerve Interface Applications, Sensory Restoration.;db/reference/cn/cn2014.html#FisherW14;2014
18762;19454;Monika Rauch Henzinger;;Encyclopedia of Algorithms;;;;;reference/algo/2008;https://doi.org/10.1007/978-0-387-30162-4_277;;;reference/algo/Henzinger08;2017-07-12;;;;;;encyclopedia;;;PageRank Algorithm.;db/reference/algo/algo2008.html#Henzinger08;2008
35348;2848333;Benoît Libert|Jean-Jacques Quisquater|Noel McCullagh|Paulo S. L. M. Barreto;;Practical Signcryption;;;;;series/isc/354089409;https://doi.org/10.1007/978-3-540-89411-7_5;;;series/isc/BarretoLMQ10a;2017-05-16;;;71-97;;;;;;Signcryption Schemes Based on Bilinear Maps.;db/series/isc/isc354089409.html#BarretoLMQ10a;2010
4764;5379;Venkatarama Krishnan;;International Encyclopedia of Statistical Science;;;;;reference/stat/2011;https://doi.org/10.1007/978-3-642-04898-2_101;;;reference/stat/Krishnan11;2017-07-12;;;1541-1547;;;encyclopedia;;;Stochastic Processes: Classification.;db/reference/stat/stat2011.html#Krishnan11;2011
48764;2875657;Jorge Aranda;;Making Software;;;;;books/oreilly/11/OW2011;;;;books/oreilly/11/Aranda11;2020-05-14;;;339-348;;;;;;A Communal Workshop or Doors That Close?;db/books/collections/OW2011.html#Aranda11;2011
29894;2842186;Donald Davendra|Ivan Zelinka|Roman Senkerik|Zuzana Oplatková;0000-0001-7507-140X|0000-0001-8050-162X|0000-0002-5839-4263;Evolutionary Algorithms and Chaotic Systems;;;;;series/sci/2010-267;https://doi.org/10.1007/978-3-642-10707-8_5;;;series/sci/SenkerikZDO10;2018-11-02;;;165-190;;;;;;Evolutionary Design of Chaos Control in 1D.;db/series/sci/sci267.html#SenkerikZDO10;2010
32505;2845080;Aldebaro Klautau|Claudomir Cardoso|Jefferson Morais|Yomara Pires;;Innovative Applications in Data Mining;;;;;series/sci/2009-169;https://doi.org/10.1007/978-3-540-88045-5_6;;;series/sci/PiresMCK09;2017-05-16;;;107-122;;;;;;Data Mining Applied to the Electric Power Industry: Classification of Short-Circuit Faults in Transmission Lines.;db/series/sci/sci169.html#PiresMCK09;2009
8540;9187;;;Encyclopedia of Machine Learning and Data Mining;;;;;reference/ml/2017;https://doi.org/10.1007/978-1-4899-7687-1_575;;;reference/ml/X17pf;2017-07-12;;;893;;;encyclopedia;;;Must-Link Constraint.;db/reference/ml/ml2017.html#X17pf;2017
30416;2842759;Carlos Lino Ramírez|Héctor Puga|Jorge Alberto Soria-Alcaraz|Lucero de Montserrat Ortiz-Aguilar|Manuel Ornelas-Rodríguez|Martín Carpio;0000-0002-1191-2676|0000-0002-1315-1436|0000-0002-6381-2861|0000-0002-6415-8435;Nature-Inspired Design of Hybrid Intelligent Systems;;;;;series/sci/2017-667;https://doi.org/10.1007/978-3-319-47054-2_47;;;series/sci/Ortiz-AguilarCPSOR17;2021-10-14;;;713-728;;;;;;Increase Methodology of Design of Course Timetabling Problem for Students, Classrooms, and Teachers.;db/series/sci/sci667.html#Ortiz-AguilarCPSOR17;2017
64099;2895896;Florian 'Floyd' Mueller|Philip Mildner;0000-0003-0966-1895;Serious Games;;;;;books/sp/2016DGEW;https://doi.org/10.1007/978-3-319-40612-1_3;;;books/sp/16/MildnerM16;2021-10-14;;;57-82;;;;;;Design of Serious Games.;db/books/collections/DGEW2016.html#MildnerM16;2016
2450;3053;Dianxiang Xu;;Wiley Encyclopedia of Computer Science and Engineering;;;;;reference/wiley/2008;https://doi.org/10.1002/9780470050118.ecse401;;;reference/wiley/Xu08;2017-05-16;;;;;;;;;Software Security.;db/reference/wiley/wiley2008.html#Xu08;2008
53154;2882408;Chaoping Xing|Liming Ma;;Surveys in Combinatorics;;;;;books/cu/CGKLP2015;https://doi.org/10.1017/CBO9781316106853.010;;;books/cu/p/MaX15;2017-05-16;;;295-324;;;;;;Constructions of block codes from algebraic curves over finite fields.;db/books/collections/CGKLP2015.html#MaX15;2015
32072;2844603;Gerhard Weiss 0001|Siqi Chen 0001;;Novel Insights in Agent-based Complex Automated Negotiation;;;;;series/sci/2014-535;https://doi.org/10.1007/978-4-431-54758-7_13;;;series/sci/ChenW14a;2022-03-08;;;187-196;;;;;;OMAC: A Discrete Wavelet Transformation Based Negotiation Agent.;db/series/sci/sci535.html#ChenW14a;2014
37668;2852285;Yuri Gurevich;;Current Trends in Theoretical Computer Science;;;;;series/wsscs/40;https://doi.org/10.1142/9789812794499_0019;;;series/wsscs/Gurevich93c;2017-03-13;;;245-253;;;;;;The challenger-Solver Game: variations on the Theme of P=NP.;db/series/wsscs/wsscs40.html#Gurevich93c;1993
66198;5990527;Kamal Tiwari|Nitin Gupta|Nitin Mangal|Pabitra Mitra;;Selected Papers from AusDM;;;;;conf/ausdm/2006lncs;https://doi.org/10.1007/11677437_21;;;conf/ausdm/GuptaMTM06;2017-05-24;;;273-281;;;;;;Mining Quantitative Association Rules in Protein Sequences.;db/conf/ausdm/lncs3755.html#GuptaMTM06;2006
45127;2869857;Samson Abramsky;0000-0003-3921-6637;Johan van Benthem on Logic and Information Dynamics;;;;;books/daglib/0037002;https://doi.org/10.1007/978-3-319-06025-5_5|https://www.wikidata.org/entity/Q57006441;;;books/daglib/p/Abramsky14;2018-11-14;;;121-142;;;;;;Intensionality, Definability and Computation.;db/books/collections/BS2014.html#Abramsky14;2014
25153;25853;;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_2552;;;reference/db/X09sc;2017-07-12;;;1010;;;encyclopedia;;;ER Model.;db/reference/db/e.html#X09sc;2009
36959;2851359;Jonathan Williams 0002|Misty K. Blowers;;Network Science and Cybersecurity;;;;;series/ais/55;https://doi.org/10.1007/978-1-4614-7597-2_10;;;series/ais/BlowersW14;2019-08-09;;;155-175;;;;;;Machine Learning Applied to Cyber Operations.;db/series/ais/ais55.html#BlowersW14;2014
3847;4456;Ralf Isenmann;;Encyclopedia of Information Ethics and Security;;;;;reference/ethics/2007;http://www.igi-global.com/Bookstore/chapter.aspx?titleid=13534;;;reference/ethics/Isenmann07;2017-07-12;;;622-630;;;encyclopedia;;;Sustainable Information Society.;db/reference/ethics/ethics2007.html#Isenmann07;2007
34436;2847188;Abderrezak Laouafi|Djalel Dib|Mourad Mordjaoui;0000-0002-5195-6016|0000-0002-5385-7062;Computational Intelligence Applications in Modeling and Control;;;;;series/sci/2015-575;https://doi.org/10.1007/978-3-319-11017-2_5;;;series/sci/LaouafiMD15;2017-09-16;;;95-121;;;;;;One-Hour Ahead Electric Load Forecasting Using Neuro-fuzzy System in a Parallel Approach.;db/series/sci/sci575.html#LaouafiMD15;2015
46249;2870984;Elena Cabrio|Fabien Gandon|Julien Cojan;0000-0003-0543-1232;Towards the Multilingual Semantic Web;;;;;books/daglib/0035086;https://doi.org/10.1007/978-3-662-43585-4_9|https://www.wikidata.org/entity/Q87814219;;;books/daglib/p/CabrioCG14;2021-04-09;;;137-154;;;;;;Mind the Cultural Gap: Bridging Language-Specific DBpedia Chapters for Question Answering.;db/books/collections/BC2014.html#CabrioCG14;2014
58564;2888592;Ruggero Pagnan;;Visual Reasoning with Diagrams;;;;;books/sp/13/MS2013;https://doi.org/10.1007/978-3-0348-0600-8_3;;;books/sp/13/Pagnan13;2019-07-05;;;33-53;;;;;;A Diagrammatic Calculus of Syllogisms.;db/books/collections/MS2013.html#Pagnan13;2013
31963;2844478;Beverly Park Woolf|David G. Cooper|Ivon Arroyo|Kasia Muldner|Winslow Burleson;;Advances in Intelligent Tutoring Systems;;;;;series/sci/2011-308;https://doi.org/10.1007/978-3-642-14363-2_10;;;series/sci/WoolfACBM10;2017-05-16;;;207-227;;;;;;Affective Tutors: Automatic Detection of and Response to Student Emotion.;db/series/sci/sci308.html#WoolfACBM10;2010
54044;2883380;Surrinder S. Lamba;;Concise Encyclopedia of Modelling & Simulation;;;;;books/el/92/AB1992;https://doi.org/10.1016/b978-0-08-036201-4.50102-8;;;books/el/92/Lamba92;2019-07-19;;;269-276;;;encyclopedia;;;Model Simplification: Frequency-Domain Approach.;db/books/collections/AB1992.html#Lamba92;1992
58049;2888016;Daniel M. Russell|Diane Tang|Jaime Teevan|Robin Jeffries|Susan T. Dumais;;Ways of Knowing in HCI;;;;;books/sp/OK2014;https://doi.org/10.1007/978-1-4939-0378-8_14;;;books/sp/14/DumaisJRTT14;2017-05-16;;;349-372;;;;;;Understanding User Behavior Through Log Data and Analysis.;db/books/collections/OK2014.html#DumaisJRTT14;2014
67486;8423447;Daniel Rolli|Hannes Hartenstein|Jochen Dinger|Marcus Schöller|Martina Zitterbart|Michael Conrad;;Peer-to-Peer Systems and Applications;;;;;conf/p2p/2005lncs;https://doi.org/10.1007/11530657_30;;;conf/p2p/ConradDHSZR05;2017-11-22;;;509-525;;;;;;A Peer-to-Peer Framework for Electronic Markets.;db/conf/p2p/p2p2005lncs.html#ConradDHSZR05;2005
23103;23802;Phillip B. Gibbons;;Encyclopedia of Database Systems (2nd ed.);;;;;reference/db/2018;https://doi.org/10.1007/978-1-4614-8265-9_112;;;reference/db/Gibbons18;2019-02-14;;;;;;encyclopedia;;;Data Storage and Indexing in Sensor Networks.;db/reference/db/d2.html#Gibbons18;2018
56155;2885625;J. Ben Schafer|John Riedl|Joseph A. Konstan;0000-0002-7788-2748;Visualizing the Semantic Web, 2nd Edition;;;;;books/sp/06/GC2006;https://doi.org/10.1007/1-84628-290-X_6;;;books/sp/06/SchaferKR06;2020-09-05;;;102-123;;;;;;Recommender Systems for the Web.;db/books/collections/GC2006.html#SchaferKR06;2006
503;1097;Assia Tria|Hamid Choukri;;Encyclopedia of Cryptography and Security;;;;;reference/crypt/2005;https://doi.org/10.1007/0-387-23483-7_205;;;reference/crypt/TriaC05;2017-07-12;;;;;;encyclopedia;;;Invasive Attacks.;db/reference/crypt/crypt2005.html#TriaC05;2005
27563;28268;Scott Pakin;0000-0002-5220-1985;Encyclopedia of Parallel Computing;;;;;reference/parallel/2011;https://doi.org/10.1007/978-0-387-09766-4_486|https://www.wikidata.org/entity/Q59223003;;;reference/parallel/Pakin11;2019-06-02;;;1239-1247;;;encyclopedia;;;Myrinet.;db/reference/parallel/parallel2011.html#Pakin11;2011
28;620;Anne Canteaut;;Encyclopedia of Cryptography and Security (2nd Ed.);;;;;reference/crypt/2011;https://doi.org/10.1007/978-1-4419-5906-5_368;;;reference/crypt/Canteaut11m;2017-07-12;;;1073;;;encyclopedia;;;Running-Key.;db/reference/crypt/crypt2011.html#Canteaut11m;2011
10307;10955;Jue Yang|Xinrong Li;;Encyclopedia of GIS;;;;;reference/gis/2008;https://doi.org/10.1007/978-0-387-35973-1_627;;;reference/gis/YangL08;2017-07-12;;;559-566;;;encyclopedia;;;Indoor Positioning, Bayesian Methods.;db/reference/gis/gis2008.html#YangL08;2008
66088;2898273;Adolfo Sanchez de Miguel|Esperanza Marcos Martínez|José María Cavero Barca|Mario Piattini;;Encyclopedia of Information Science and Technology (II);;;;;books/idea/Ency05;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=14326;;;books/idea/encyclopedia2005/BarcaMVM05;2017-07-09;;;729-733;;;encyclopedia;;;Data Warehouse Development.;db/books/collections/encyclopedia2005.html#BarcaMVM05;2005
55656;2885101;Gregory J. Pottie|Hua-I Chang|Mahdi Ashktorab|William J. Kaiser|Xiaoxu Wu|Yan Wang 0004;;Mobile Health - Sensors, Analytic Methods, and Applications;;;;;books/sp/RMK2017;https://doi.org/10.1007/978-3-319-51394-2_11;;;books/sp/17/WangACWPK17;2017-07-25;;;203-218;;;;;;Wearable Motion Sensing Devices and Algorithms for Precise Healthcare Diagnostics and Guidance.;db/books/collections/RMK2017.html#WangACWPK17;2017
19513;20209;Andrew Adamatzky;;Encyclopedia of Complexity and Systems Science;;;;;reference/complexity/2009;https://doi.org/10.1007/978-0-387-30440-3_322;;;reference/complexity/Adamatzky09a;2017-07-12;;;5438-5440;;;encyclopedia;;;Mathematical Basis of Cellular Automata, Introduction to.;db/reference/complexity/ecss2009.html#Adamatzky09a;2009
14271;14936;James Trevelyan|Sung-Chul Kang|William R. Hamel;;Springer Handbook of Robotics, 2nd Ed.;;;;;reference/robo/2016;https://doi.org/10.1007/978-3-319-32552-1_58;;;reference/robo/TrevelyanHK16;2017-05-16;;;1521-1548;;;;;;Robotics in Hazardous Applications.;db/reference/robo/robo2016.html#TrevelyanHK16;2016
24854;25553;;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_2777;;;reference/db/X09zt;2017-07-12;;;1320;;;encyclopedia;;;Horizontal Fragmentation.;db/reference/db/h.html#X09zt;2009
9692;10340;;;Encyclopedia of GIS;;;;;reference/gis/2008;https://doi.org/10.1007/978-0-387-35973-1_164;;;reference/gis/X08en;2017-07-12;;;112;;;encyclopedia;;;Computer Cartography.;db/reference/gis/gis2008.html#X08en;2008
7746;8392;;;Encyclopedia of Machine Learning;;;;;reference/ml/2010;https://doi.org/10.1007/978-0-387-30164-8_818;;;reference/ml/X10vm;2017-07-12;;;962;;;encyclopedia;;;Test Data.;db/reference/ml/ml2010.html#X10vm;2010
64963;2896933;Enrico Dameri|Giorgio Levi|Marco Bellia|Maurizio Martelli|Pierpaolo Degano;;Implementations of Prolog;;;;;books/eh/campbell84/C1984;;;;books/eh/campbell84/BelliaDDLM84;2019-08-05;;;309-326;;;;;;A Formal Model for Lazy Implementations of a Prolog-Compatible Functional Language.;db/books/collections/Campbell84.html#BelliaDDLM84;1984
53190;2882444;Sergios Theodoridis|Symeon Chouvardas|Yannis Kopsinis;;Big Data over Networks;;;;;books/cu/CHLM2016;https://doi.org/10.1017/CBO9781316162750.003;;;books/cu/p/ChouvardasKT16;2017-05-16;;;37-65;;;;;;Sparsity-aware distributed learning.;db/books/collections/CHLM2016.html#ChouvardasKT16;2016
38962;2854205;Ajith Abraham|Jan Platos|Pavel Krömer|Suhail S. J. Owais|Václav Snásel;0000-0001-8428-3332|0000-0002-8481-0136;Emergent Web Intelligence;;;;;series/aikp/CBAH2011;https://doi.org/10.1007/978-1-84996-074-8_7|https://www.wikidata.org/entity/Q62629411;;;series/aikp/SnaselAOPK10;2019-09-25;;;169-198;;;;;;User Profiles Modeling in Information Retrieval Systems.;db/series/aikp/CBAH2010.html#SnaselAOPK10;2010
17487;18169;Abdullah Alsheddy|Ahmad Alhindi|Christos Voudouris|Edward P. K. Tsang;0000-0002-0516-7868;Handbook of Heuristics;;;;;reference/sp/2018heuristics;https://doi.org/10.1007/978-3-319-07124-4_2;;;reference/sp/AlsheddyVTA18;2020-10-26;;;261-297;;;encyclopedia;;;Guided Local Search.;db/reference/sp/heuristics2018.html#AlsheddyVTA18;2018
65628;2897813;Jatinder N. D. Gupta|Nilmini Wickramasinghe|Sushil K. Sharma;;Encyclopedia of Information Science and Technology (V);;;;;books/idea/Ency05;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=14646;;;books/idea/encyclopedia2005/SharmaWG05;2017-07-09;;;2523-2528;;;encyclopedia;;;SMEs in Knowledge-Based Economies.;db/books/collections/encyclopedia2005.html#SharmaWG05;2005
54951;2884317;Rob Kling;;Computerization and Controversy, 2nd Ed.;;;;;books/el/96/K1996;https://doi.org/10.1016/b978-0-12-415040-9.50111-1;;;books/el/96/Kling96i;2019-06-26;;;278-308;;;;;;Computerization at Work.;db/books/collections/K1996.html#Kling96i;1996
30674;2843053;Oana Mitrea;0000-0002-8543-9252;Selected Topics in Nonlinear Dynamics and Theoretical Electrical Engineering;;;;;series/sci/2013-459;https://doi.org/10.1007/978-3-642-34560-9_11;;;series/sci/Mitrea13;2017-06-09;;;191-206;;;;;;System Dynamics Modeling of Intelligent Transportation Systems Human and Social Requirements for the Construction of Dynamic Hypotheses.;db/series/sci/sci459.html#Mitrea13;2013
53828;2883149;Andrea Cavallaro|Hamid Aghajan 0001;;Multi-Camera Networks;;;;;books/el/09/AC2009;https://doi.org/10.1016/b978-0-12-374633-7.00032-x;;;books/el/09/AghajanC09;2021-04-15;;;573-578;;;;;;Outlook.;db/books/collections/AC2009.html#AghajanC09;2009
